(177, 14)
(249, 17)
(403, 23)
(177, 14)
(488, 4)
(487, 20)
(334, 16)
(133, 28)
(487, 20)
(133, 28)
(334, 16)
(177, 14)
(355, 14)
(403, 11)
(693, 12)
(116, 4)
(116, 4)
(403, 11)
(355, 14)
(267, 5)
(334, 16)
(116, 4)
(177, 14)
(249, 17)
(177, 14)
(116, 4)
(177, 14)
(403, 24)
(0, 10)
(177, 14)
(77, 10)
(467, 1)
(291, 4)
(152, 17)
(372, 20)
(152, 17)
(372, 20)
(372, 20)
(575, 4)
(77, 10)
(48, 4)
(77, 10)
(344, 4)
(170, 1)
(372, 20)
(77, 10)
(152, 17)
(345, 1)
(372, 20)
(77, 10)
(372, 20)
(152, 17)
(77, 10)
(152, 17)
(291, 5)
(248, 10)
(314, 1)
(4, 7)
(237, 21)
(295, 17)
(67, 38)
(124, 5)
(248, 10)
(156, 5)
(328, 3)
(248, 10)
(237, 10)
(45, 1)
(314, 1)
(248, 10)
(45, 1)
(124, 5)
(156, 5)
(183, 8)
(248, 10)
(237, 10)
(124, 5)
(156, 5)
(248, 10)
(295, 4)
(0, 3)
(67, 10)
(194, 8)
(233, 22)
(275, 16)
(0, 3)
(67, 10)
(233, 7)
(245, 10)
(194, 8)
(0, 3)
(67, 10)
(245, 10)
(355, 5)
(0, 3)
(67, 10)
(194, 8)
(233, 22)
(0, 3)
(194, 8)
(233, 22)
(275, 16)
(67, 10)
(194, 8)
(233, 22)
(245, 10)
(32, 13)
(85, 19)
(9, 4)
(32, 13)
(3, 10)
(32, 13)
(32, 13)
(32, 13)
(106, 11)
(106, 11)
(9, 4)
(56, 36)
(94, 24)
(128, 39)
(102, 16)
(153, 14)
(153, 14)
(69, 23)
(102, 16)
(56, 111)
(43, 5)
(56, 11)
(102, 16)
(128, 13)
(153, 15)
(102, 16)
(69, 23)
(153, 15)
(24, 16)
(168, 2)
(242, 15)
(261, 4)
(309, 4)
(70, 16)
(24, 16)
(340, 16)
(491, 11)
(261, 4)
(51, 3)
(242, 15)
(51, 3)
(508, 19)
(309, 4)
(197, 11)
(24, 16)
(263, 3)
(197, 11)
(309, 4)
(508, 19)
(3, 12)
(17, 10)
(144, 4)
(113, 12)
(308, 9)
(56, 6)
(3, 12)
(113, 12)
(276, 17)
(308, 9)
(11, 4)
(144, 4)
(113, 12)
(236, 4)
(276, 17)
(3, 12)
(144, 4)
(321, 4)
(56, 6)
(3, 12)
(144, 5)
(113, 12)
(321, 5)
(636, 8)
(138, 3)
(219, 3)
(101, 17)
(444, 17)
(636, 8)
(324, 5)
(138, 3)
(573, 18)
(219, 3)
(35, 10)
(35, 10)
(444, 17)
(573, 19)
(219, 3)
(42, 3)
(300, 4)
(636, 8)
(38, 17)
(85, 15)
(326, 1)
(324, 4)
(137, 17)
(807, 3)
(892, 5)
(85, 15)
(324, 4)
(591, 4)
(623, 4)
(106, 8)
(85, 15)
(38, 17)
(324, 4)
(807, 3)
(137, 17)
(324, 5)
(137, 17)
(807, 3)
(98, 3)
(279, 2)
(312, 2)
(659, 2)
(444, 10)
(279, 2)
(396, 4)
(481, 9)
(419, 9)
(964, 16)
(98, 3)
(144, 10)
(197, 5)
(279, 2)
(98, 3)
(52, 3)
(197, 5)
(279, 2)
(396, 5)
(588, 2)
(34, 3)
(470, 3)
(789, 3)
(140, 4)
(192, 12)
(124, 2)
(192, 12)
(140, 4)
(140, 4)
(900, 12)
(124, 2)
(500, 9)
(666, 13)
(284, 4)
(291, 11)
(1157, 14)
(641, 18)
(1404, 18)
(1640, 13)
(201, 4)
(291, 11)
(641, 18)
(817, 2)
(678, 17)
(291, 11)
(442, 14)
(676, 26)
(817, 2)
(201, 4)
(179, 8)
(442, 14)
(291, 11)
(993, 10)
(1640, 13)
(44, 4)
(115, 2)
(253, 16)
(572, 14)
(178, 2)
(44, 4)
(77, 5)
(93, 4)
(253, 16)
(244, 8)
(44, 4)
(115, 2)
(253, 16)
(290, 1)
(44, 4)
(115, 2)
(345, 16)
(572, 14)
(799, 3)
(60, 5)
(198, 2)
(458, 16)
(302, 5)
(309, 10)
(309, 10)
(144, 14)
(138, 3)
(228, 10)
(458, 16)
(302, 6)
(228, 10)
(447, 27)
(159, 29)
(22, 16)
(249, 17)
(315, 3)
(337, 5)
(163, 5)
(22, 16)
(163, 5)
(315, 3)
(22, 16)
(249, 17)
(337, 5)
(22, 16)
(297, 5)
(249, 17)
(315, 3)
(25, 19)
(88, 2)
(192, 20)
(243, 5)
(322, 10)
(4, 7)
(70, 5)
(192, 20)
(322, 2)
(360, 7)
(25, 19)
(88, 2)
(192, 20)
(25, 19)
(192, 20)
(322, 2)
(39, 12)
(143, 12)
(97, 5)
(56, 2)
(103, 9)
(152, 3)
(56, 2)
(253, 10)
(97, 5)
(145, 10)
(56, 2)
(39, 12)
(172, 2)
(204, 10)
(275, 2)
(304, 67)
(228, 7)
(228, 7)
(204, 10)
(275, 2)
(0, 14)
(57, 3)
(57, 3)
(0, 14)
(204, 10)
(250, 17)
(0, 14)
(172, 3)
(204, 10)
(149, 4)
(198, 4)
(492, 2)
(443, 20)
(306, 10)
(113, 7)
(171, 6)
(492, 2)
(43, 11)
(149, 4)
(198, 4)
(306, 10)
(198, 5)
(492, 2)
(443, 20)
(63, 13)
(46, 13)
(26, 10)
(99, 5)
(123, 7)
(26, 10)
(99, 5)
(5, 6)
(63, 13)
(320, 13)
(569, 11)
(625, 9)
(296, 16)
(313, 6)
(320, 13)
(313, 6)
(562, 23)
(320, 13)
(537, 21)
(560, 26)
(788, 12)
(320, 13)
(480, 13)
(82, 7)
(392, 5)
(376, 15)
(117, 5)
(302, 17)
(302, 17)
(392, 5)
(376, 15)
(117, 5)
(112, 18)
(801, 19)
(302, 17)
(467, 4)
(629, 6)
(993, 32)
(22, 14)
(117, 19)
(22, 8)
(155, 11)
(73, 17)
(155, 20)
(22, 32)
(117, 19)
(22, 32)
(73, 18)
(117, 19)
(155, 21)
(22, 8)
(73, 18)
(117, 19)
(155, 21)
(3, 12)
(129, 12)
(339, 12)
(585, 14)
(699, 14)
(11, 4)
(324, 13)
(23, 1)
(682, 4)
(3, 12)
(214, 15)
(272, 2)
(682, 4)
(324, 14)
(214, 6)
(335, 3)
(8, 4)
(290, 6)
(232, 2)
(8, 4)
(8, 4)
(105, 17)
(357, 14)
(228, 16)
(8, 4)
(42, 14)
(60, 13)
(419, 6)
(549, 8)
(116, 10)
(302, 9)
(419, 6)
(42, 14)
(89, 15)
(42, 14)
(89, 15)
(419, 6)
(89, 15)
(292, 19)
(413, 12)
(655, 11)
(0, 25)
(184, 22)
(23, 10)
(77, 6)
(23, 10)
(214, 9)
(335, 12)
(167, 13)
(225, 25)
(335, 12)
(23, 10)
(335, 12)
(108, 6)
(54, 7)
(209, 10)
(223, 8)
(362, 22)
(54, 7)
(108, 6)
(141, 24)
(209, 10)
(223, 8)
(50, 39)
(141, 25)
(209, 23)
(362, 23)
(108, 6)
(141, 25)
(209, 23)
(366, 19)
(189, 16)
(164, 16)
(339, 11)
(426, 14)
(408, 3)
(413, 7)
(24, 28)
(334, 16)
(359, 8)
(164, 16)
(164, 16)
(334, 16)
(102, 2)
(200, 11)
(102, 10)
(204, 7)
(50, 31)
(102, 10)
(200, 11)
(102, 10)
(204, 7)
(19, 14)
(135, 2)
(213, 2)
(283, 13)
(283, 13)
(19, 21)
(135, 20)
(283, 12)
(15, 25)
(283, 13)
(48, 3)
(188, 10)
(224, 13)
(384, 2)
(629, 2)
(84, 5)
(263, 9)
(462, 10)
(629, 13)
(263, 9)
(48, 3)
(84, 5)
(48, 3)
(174, 24)
(224, 31)
(629, 2)
(339, 7)
(22, 13)
(617, 14)
(563, 13)
(3, 17)
(122, 7)
(86, 3)
(22, 13)
(617, 15)
(22, 13)
(563, 30)
(617, 15)
(304, 10)
(387, 9)
(45, 13)
(108, 8)
(104, 2)
(45, 13)
(108, 8)
